Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed3pm,Humidity3pm,Pressure3pm,Cloud3pm,Temp3pm,RainToday,RainTomorrow
13-Nov,Sydney,16.8,23.8,3.6,5.0,13.0,41.0,20.0,51.0,1005.2,2.0,22.7,Yes,No
13-Nov,Sydney,16.4,23.3,0.0,8.2,10.3,61.0,35.0,69.0,1009.1,7.0,20.0,No,Yes
13-Nov,Sydney,14.7,22.9,4.2,7.4,7.7,41.0,22.0,46.0,1016.4,1.0,22.2,Yes,No
13-Nov,Sydney,13.7,23.9,0.0,5.6,12.6,30.0,20.0,48.0,1014.8,1.0,22.5,No,No
13-Nov,Sydney,16.6,26.5,0.0,8.0,11.2,46.0,19.0,60.0,1005.0,7.0,25.6,No,No
13-Nov,Sydney,19.5,20.9,0.2,10.6,0.0,59.0,19.0,83.0,1008.8,7.0,17.1,No,Yes
13-Nov,Sydney,14.9,22.9,2.8,3.4,7.3,44.0,20.0,49.0,1019.5,2.0,21.9,Yes,No
13-Dec,Sydney,14.0,22.7,0.0,7.0,7.5,35.0,17.0,49.0,1024.3,4.0,21.8,No,No
13-Dec,Sydney,15.2,24.1,0.0,5.0,12.1,37.0,22.0,44.0,1019.6,5.0,23.3,No,No
13-Dec,Sydney,15.2,24.6,0.0,8.0,13.3,48.0,30.0,52.0,1013.5,1.0,23.4,No,No
13-Dec,Sydney,17.8,27.8,0.0,8.8,7.9,54.0,15.0,63.0,1000.5,7.0,24.9,No,Yes
13-Dec,Sydney,19.0,26.3,4.0,8.0,8.4,78.0,48.0,32.0,996.9,6.0,22.3,Yes,No
13-Dec,Sydney,12.7,22.9,0.0,10.0,13.6,59.0,24.0,39.0,1013.3,1.0,22.0,No,No
13-Dec,Sydney,13.6,25.0,0.0,7.6,12.6,30.0,22.0,45.0,1018.3,6.0,23.9,No,No
13-Dec,Sydney,16.2,25.6,0.0,7.2,11.4,46.0,26.0,45.0,1013.5,2.0,25.3,No,No
13-Dec,Sydney,19.3,29.8,0.0,10.0,4.1,56.0,6.0,46.0,1004.0,7.0,29.2,No,No
13-Dec,Sydney,23.0,33.0,0.0,8.0,12.0,54.0,13.0,33.0,1002.6,1.0,30.4,No,No
13-Dec,Sydney,18.1,28.0,0.0,11.2,13.2,31.0,24.0,40.0,1005.0,3.0,24.9,No,No
13-Dec,Sydney,19.9,24.8,0.0,10.4,9.7,46.0,28.0,59.0,1009.8,2.0,24.0,No,No
13-Dec,Sydney,18.9,26.3,0.0,6.8,13.0,46.0,30.0,63.0,1009.8,1.0,25.1,No,No
13-Dec,Sydney,20.6,26.7,0.0,8.8,9.8,50.0,31.0,56.0,1015.0,5.0,23.6,No,Yes
13-Dec,Sydney,19.1,24.6,1.2,7.8,2.0,30.0,19.0,59.0,1016.9,5.0,23.8,Yes,Yes
13-Dec,Sydney,18.7,24.8,2.2,7.0,6.4,35.0,24.0,60.0,1019.2,3.0,23.9,Yes,No
13-Dec,Sydney,18.7,26.0,0.2,3.6,11.9,44.0,30.0,52.0,1019.5,1.0,24.7,No,No
13-Dec,Sydney,20.6,26.0,0.0,10.0,12.9,33.0,26.0,54.0,1022.9,1.0,24.5,No,No
13-Dec,Sydney,18.9,26.4,0.0,9.0,12.9,56.0,28.0,59.0,1018.8,1.0,25.1,No,No
13-Dec,Sydney,20.3,33.5,0.0,10.0,10.1,43.0,9.0,40.0,1011.6,3.0,31.4,No,No
13-Dec,Sydney,21.5,27.8,0.0,11.6,9.9,57.0,37.0,57.0,1015.4,1.0,26.5,No,No
13-Dec,Sydney,21.7,28.7,0.0,8.0,6.9,52.0,9.0,66.0,1008.3,7.0,26.8,No,No
13-Dec,Sydney,22.4,36.0,0.0,7.6,4.0,57.0,9.0,34.0,1004.3,7.0,31.5,No,No
13-Dec,Sydney,19.2,22.9,0.0,6.6,0.0,41.0,17.0,56.0,1018.5,7.0,22.1,No,No
13-Dec,Sydney,18.7,21.5,0.6,3.6,0.0,35.0,13.0,88.0,1016.4,8.0,20.1,No,Yes
13-Dec,Sydney,18.7,26.6,21.0,1.2,9.5,43.0,24.0,51.0,1010.5,1.0,25.2,Yes,Yes
13-Dec,Sydney,17.9,24.8,1.8,6.2,10.5,31.0,22.0,64.0,1010.7,5.0,24.3,Yes,No
13-Dec,Sydney,19.4,25.5,0.0,5.6,12.4,54.0,28.0,63.0,1007.6,1.0,24.9,No,No
13-Dec,Sydney,20.0,24.6,0.0,10.2,11.7,78.0,28.0,47.0,1012.9,1.0,23.5,No,No
13-Dec,Sydney,18.8,24.2,0.0,11.4,10.2,43.0,24.0,49.0,1011.7,1.0,23.4,No,No
13-Dec,Sydney,17.5,26.2,0.0,6.4,10.6,37.0,24.0,55.0,1011.0,1.0,25.9,No,No
14-Jan,Sydney,22.3,36.5,0.0,8.0,3.5,52.0,33.0,22.0,1002.0,7.0,34.5,No,No
14-Jan,Sydney,21.0,26.2,0.2,5.6,5.6,37.0,26.0,52.0,1000.0,6.0,24.8,No,No
14-Jan,Sydney,20.1,27.5,0.0,7.4,11.2,57.0,22.0,54.0,1002.3,1.0,24.6,No,No
14-Jan,Sydney,20.8,26.0,0.0,8.2,12.2,59.0,22.0,70.0,1005.7,2.0,24.9,No,No
14-Jan,Sydney,19.6,32.0,0.0,9.4,12.8,43.0,26.0,26.0,1007.3,1.0,28.9,No,No
14-Jan,Sydney,18.3,21.6,0.0,11.4,1.7,44.0,13.0,63.0,1019.4,7.0,19.5,No,Yes
14-Jan,Sydney,16.2,22.3,5.8,7.6,0.4,35.0,15.0,60.0,1022.4,7.0,20.5,Yes,No
14-Jan,Sydney,18.1,23.2,0.0,3.8,2.0,33.0,20.0,53.0,1023.1,7.0,22.4,No,No
14-Jan,Sydney,19.0,25.7,0.4,6.6,9.3,41.0,26.0,59.0,1019.6,3.0,23.8,No,No
14-Jan,Sydney,19.1,29.1,0.0,7.2,10.9,35.0,17.0,49.0,1014.6,2.0,27.4,No,No
14-Jan,Sydney,21.1,28.8,0.0,10.4,10.3,39.0,19.0,61.0,1017.0,3.0,26.1,No,No
14-Jan,Sydney,19.7,26.8,0.0,7.6,11.5,33.0,17.0,53.0,1020.2,2.0,24.7,No,No
14-Jan,Sydney,18.3,27.5,0.0,7.2,12.0,44.0,30.0,53.0,1019.7,0.0,26.2,No,No
14-Jan,Sydney,21.2,28.8,0.0,10.0,12.8,56.0,22.0,53.0,1018.2,1.0,28.2,No,No
14-Jan,Sydney,21.1,28.1,0.0,10.8,13.1,41.0,28.0,58.0,1016.6,0.0,27.3,No,No
14-Jan,Sydney,21.3,27.7,0.0,10.4,12.8,52.0,26.0,57.0,1014.0,0.0,27.2,No,No
14-Jan,Sydney,19.3,28.7,0.0,10.6,13.1,52.0,22.0,51.0,1009.4,0.0,28.3,No,No
14-Jan,Sydney,21.2,29.4,0.0,10.8,6.1,37.0,20.0,60.0,1008.9,6.0,26.4,No,No
14-Jan,Sydney,21.7,25.9,0.0,4.2,2.8,37.0,24.0,65.0,1008.0,7.0,25.1,No,Yes
14-Jan,Sydney,19.8,25.0,5.0,5.0,0.6,33.0,15.0,68.0,1008.0,7.0,23.9,Yes,Yes
14-Jan,Sydney,19.8,22.8,3.0,2.8,0.0,43.0,24.0,60.0,1019.9,7.0,22.3,Yes,No
14-Jan,Sydney,20.2,24.7,0.2,4.4,4.6,31.0,20.0,54.0,1021.0,7.0,23.5,No,No
14-Jan,Sydney,19.7,26.3,0.0,7.4,1.5,52.0,28.0,61.0,1008.0,8.0,26.0,No,Yes
14-Jan,Sydney,19.3,25.3,2.4,5.6,8.0,56.0,37.0,45.0,1014.8,4.0,23.3,Yes,No
14-Jan,Sydney,17.2,22.3,0.2,8.6,2.3,31.0,19.0,48.0,1024.1,7.0,21.1,No,No
14-Jan,Sydney,16.0,25.5,0.2,3.6,12.7,44.0,26.0,52.0,1022.3,3.0,24.7,No,No
14-Jan,Sydney,19.6,26.5,0.0,9.4,13.0,57.0,28.0,56.0,1018.4,1.0,25.5,No,No
14-Jan,Sydney,20.3,29.1,0.0,12.0,13.0,44.0,20.0,45.0,1014.0,1.0,29.0,No,No
14-Jan,Sydney,21.7,27.9,0.0,9.6,13.0,52.0,30.0,44.0,1016.8,0.0,27.6,No,No
14-Jan,Sydney,20.3,28.3,0.0,12.6,13.0,44.0,26.0,45.0,1012.0,1.0,27.2,No,No
14-Feb,Sydney,21.7,28.7,0.0,11.0,10.6,37.0,17.0,59.0,1012.6,3.0,26.6,No,No
14-Feb,Sydney,22.3,27.4,0.0,7.2,12.7,43.0,26.0,55.0,1014.3,1.0,26.4,No,No
14-Feb,Sydney,21.3,27.1,0.0,12.0,11.6,56.0,33.0,51.0,1012.0,0.0,25.9,No,No
14-Feb,Sydney,20.7,25.2,0.0,12.0,1.2,61.0,31.0,83.0,1019.4,8.0,19.5,No,Yes
14-Feb,Sydney,17.5,24.5,3.2,5.2,3.1,41.0,26.0,46.0,1022.3,7.0,22.7,Yes,Yes
14-Feb,Sydney,17.1,23.3,1.2,7.2,3.2,26.0,17.0,48.0,1017.7,7.0,23.2,Yes,No
14-Feb,Sydney,15.5,25.4,0.2,4.2,12.3,41.0,30.0,52.0,1015.2,1.0,25.0,No,No
14-Feb,Sydney,19.4,27.3,0.0,9.2,12.1,44.0,26.0,53.0,1016.3,0.0,25.9,No,No
14-Feb,Sydney,20.6,27.6,0.0,9.6,12.9,48.0,22.0,52.0,1015.4,0.0,27.1,No,No
14-Feb,Sydney,20.6,27.2,0.0,10.4,0.2,59.0,17.0,54.0,1017.5,6.0,25.5,No,No
14-Feb,Sydney,20.1,27.7,0.0,7.2,4.0,31.0,13.0,60.0,1014.6,2.0,25.9,No,No
14-Feb,Sydney,22.1,26.3,0.2,6.0,4.3,33.0,22.0,68.0,1015.6,7.0,25.8,No,Yes
14-Feb,Sydney,21.5,27.0,3.4,4.6,7.5,39.0,28.0,64.0,1011.3,8.0,25.6,Yes,No
14-Feb,Sydney,20.8,23.5,1.0,8.8,0.0,28.0,17.0,79.0,1006.4,8.0,22.8,No,No
14-Feb,Sydney,20.9,24.9,1.0,2.2,0.0,26.0,17.0,82.0,999.5,8.0,23.1,No,Yes
14-Feb,Sydney,21.4,25.0,6.0,2.4,0.0,54.0,24.0,83.0,1001.6,8.0,21.5,Yes,Yes
14-Feb,Sydney,18.4,26.4,21.8,7.0,8.3,31.0,20.0,56.0,1013.3,4.0,23.7,Yes,No
14-Feb,Sydney,18.9,24.7,0.0,2.4,2.7,26.0,13.0,68.0,1009.9,7.0,23.9,No,No
14-Feb,Sydney,20.5,29.1,0.0,2.2,1.8,35.0,13.0,82.0,1002.1,8.0,23.5,No,Yes
14-Feb,Sydney,20.4,29.1,13.2,4.2,11.2,33.0,17.0,40.0,1007.9,2.0,25.6,Yes,No
14-Feb,Sydney,18.0,27.0,0.0,11.4,11.9,41.0,28.0,44.0,1015.8,1.0,24.4,No,No
14-Feb,Sydney,19.5,24.7,0.0,5.8,9.2,33.0,24.0,56.0,1019.2,4.0,23.1,No,No
14-Feb,Sydney,19.6,26.5,0.0,8.0,10.7,37.0,20.0,51.0,1021.8,2.0,24.2,No,No
14-Feb,Sydney,19.1,26.4,0.2,6.4,11.0,33.0,19.0,59.0,1018.2,1.0,24.9,No,No
14-Feb,Sydney,19.5,26.7,0.0,7.4,11.8,50.0,30.0,54.0,1013.6,1.0,26.1,No,No
14-Feb,Sydney,19.7,32.4,0.0,9.8,6.2,43.0,17.0,44.0,1010.1,7.0,30.3,No,Yes
14-Feb,Sydney,20.3,22.0,4.4,5.2,0.2,44.0,26.0,78.0,1019.2,7.0,21.2,Yes,Yes
14-Feb,Sydney,19.3,21.6,2.4,3.2,0.0,44.0,20.0,68.0,1022.5,7.0,21.0,Yes,Yes
14-Mar,Sydney,18.2,22.7,10.4,1.6,0.0,26.0,11.0,75.0,1019.1,8.0,22.0,Yes,Yes
14-Mar,Sydney,17.9,22.8,6.6,2.4,1.2,41.0,17.0,86.0,1020.6,8.0,19.8,Yes,Yes
14-Mar,Sydney,18.8,26.3,4.6,3.8,3.8,37.0,11.0,75.0,1024.5,7.0,22.2,Yes,Yes
14-Mar,Sydney,19.0,25.4,1.4,2.6,3.3,22.0,11.0,58.0,1023.7,7.0,24.7,Yes,No
14-Mar,Sydney,18.1,27.5,0.2,4.0,7.7,50.0,15.0,62.0,1014.0,3.0,26.6,No,Yes
14-Mar,Sydney,21.0,26.8,1.6,7.0,5.8,46.0,22.0,58.0,1018.3,7.0,25.8,Yes,No
14-Mar,Sydney,19.3,26.9,0.2,5.2,7.5,31.0,20.0,64.0,1018.7,5.0,25.7,No,No
14-Mar,Sydney,21.6,27.2,0.0,5.6,8.9,39.0,22.0,64.0,1021.5,2.0,24.7,No,No
14-Mar,Sydney,19.6,27.1,0.0,6.4,11.1,31.0,20.0,53.0,1020.9,3.0,25.7,No,No
14-Mar,Sydney,21.9,27.5,0.2,6.8,11.0,37.0,26.0,55.0,1021.5,2.0,26.4,No,No
14-Mar,Sydney,19.6,27.8,0.0,8.6,10.8,35.0,20.0,46.0,1021.3,1.0,26.3,No,No
14-Mar,Sydney,19.2,29.2,0.0,8.2,6.2,37.0,11.0,52.0,1015.4,7.0,27.6,No,Yes
14-Mar,Sydney,18.5,27.0,27.8,7.0,6.2,44.0,15.0,56.0,1018.2,3.0,26.0,Yes,No
14-Mar,Sydney,19.3,26.3,0.2,4.0,7.9,43.0,30.0,55.0,1014.7,1.0,25.2,No,No
14-Mar,Sydney,19.5,26.6,0.0,7.8,5.8,91.0,17.0,62.0,1008.4,7.0,25.8,No,Yes
14-Mar,Sydney,19.2,29.3,5.4,5.8,5.8,57.0,13.0,74.0,1004.7,7.0,22.5,Yes,Yes
14-Mar,Sydney,15.1,28.0,5.0,6.2,11.2,35.0,26.0,25.0,1015.0,1.0,27.5,Yes,No
14-Mar,Sydney,16.1,29.7,0.2,7.2,10.4,31.0,19.0,33.0,1018.7,5.0,28.7,No,No
14-Mar,Sydney,19.6,27.9,0.0,6.6,10.1,48.0,26.0,57.0,1023.6,6.0,27.8,No,No
14-Mar,Sydney,20.4,26.8,1.0,6.0,5.2,39.0,19.0,58.0,1018.9,4.0,25.2,No,No
14-Mar,Sydney,18.7,26.7,0.0,6.0,9.5,37.0,20.0,60.0,1014.5,2.0,25.7,No,No
14-Mar,Sydney,20.3,27.0,0.0,5.2,7.2,41.0,19.0,63.0,1013.2,7.0,25.7,No,No
14-Mar,Sydney,20.1,23.2,0.4,6.2,0.0,54.0,31.0,89.0,1015.3,8.0,17.5,No,Yes
14-Mar,Sydney,17.1,25.2,6.8,4.2,6.5,35.0,9.0,67.0,1019.6,7.0,24.7,Yes,No
14-Mar,Sydney,19.7,24.9,0.6,2.8,0.0,37.0,9.0,72.0,1021.2,7.0,24.4,No,Yes
14-Mar,Sydney,20.6,22.2,18.0,2.8,0.0,35.0,7.0,77.0,1020.0,8.0,20.3,Yes,Yes
14-Mar,Sydney,18.0,24.7,7.4,1.0,0.0,26.0,11.0,66.0,1013.3,8.0,24.3,Yes,No
14-Mar,Sydney,18.7,25.7,0.8,3.6,5.6,41.0,24.0,59.0,1015.0,7.0,24.4,No,No
14-Mar,Sydney,19.4,27.0,0.2,3.6,10.1,35.0,22.0,55.0,1019.2,3.0,27.0,No,Yes
14-Mar,Sydney,17.5,25.0,3.6,5.0,10.2,26.0,15.0,64.0,1019.7,6.0,23.5,Yes,No
14-Apr,Sydney,17.5,26.4,0.0,3.2,6.2,31.0,17.0,66.0,1017.5,7.0,24.6,No,No
14-Apr,Sydney,18.1,26.0,0.0,4.8,10.9,26.0,20.0,67.0,1014.6,1.0,24.7,No,No
14-Apr,Sydney,18.9,26.3,0.0,3.0,8.8,31.0,24.0,70.0,1015.0,7.0,25.1,No,No
14-Apr,Sydney,19.9,22.3,0.0,6.0,0.0,43.0,19.0,74.0,1016.5,8.0,21.5,No,Yes
14-Apr,Sydney,18.0,26.0,5.6,9.2,6.4,50.0,24.0,63.0,1016.9,3.0,23.8,Yes,Yes
14-Apr,Sydney,17.2,21.7,3.4,4.6,1.1,48.0,7.0,86.0,1020.8,8.0,19.5,Yes,Yes
14-Apr,Sydney,15.3,22.4,16.0,4.2,3.3,39.0,9.0,63.0,1023.6,6.0,21.1,Yes,Yes
14-Apr,Sydney,17.2,23.2,5.0,5.2,1.2,22.0,13.0,53.0,1020.1,6.0,22.9,Yes,No
14-Apr,Sydney,15.9,24.1,0.0,0.4,4.6,22.0,17.0,58.0,1017.9,7.0,23.2,No,No
14-Apr,Sydney,17.8,24.7,0.0,2.6,0.0,17.0,7.0,82.0,1012.7,8.0,20.0,No,Yes
14-Apr,Sydney,18.9,28.0,5.6,1.6,3.7,37.0,9.0,55.0,1002.9,7.0,25.7,Yes,Yes
14-Apr,Sydney,17.9,21.0,5.0,3.8,0.7,54.0,22.0,74.0,1011.9,6.0,20.0,Yes,Yes
14-Apr,Sydney,16.0,20.6,3.8,1.4,1.0,52.0,15.0,88.0,1016.1,7.0,18.5,Yes,Yes
14-Apr,Sydney,13.5,21.0,2.8,3.6,3.3,41.0,15.0,69.0,1018.8,5.0,19.4,Yes,Yes
14-Apr,Sydney,13.4,21.9,4.2,3.4,3.5,50.0,28.0,64.0,1018.4,8.0,20.8,Yes,Yes
14-Apr,Sydney,14.3,23.3,29.6,3.2,9.0,43.0,22.0,57.0,1017.3,3.0,21.9,Yes,No
14-Apr,Sydney,13.1,23.7,0.0,5.2,9.0,41.0,22.0,39.0,1017.4,1.0,23.1,No,No
14-Apr,Sydney,13.5,26.5,0.0,2.2,10.8,35.0,13.0,31.0,1011.7,3.0,26.1,No,No
14-Apr,Sydney,15.0,22.7,0.0,3.8,10.7,41.0,22.0,42.0,1014.8,1.0,20.8,No,No
14-Apr,Sydney,13.2,22.9,0.0,5.2,10.4,28.0,17.0,56.0,1014.7,1.0,21.9,No,No
14-Apr,Sydney,13.2,25.3,0.0,4.0,9.7,35.0,15.0,31.0,1018.5,3.0,24.4,No,No
14-Apr,Sydney,12.4,25.8,0.0,4.0,7.9,20.0,11.0,32.0,1014.9,7.0,24.4,No,No
14-Apr,Sydney,13.4,26.1,0.0,4.2,9.0,24.0,13.0,36.0,1014.9,3.0,24.0,No,No
14-Apr,Sydney,14.1,29.9,0.0,3.8,9.1,41.0,6.0,28.0,1011.3,7.0,28.9,No,Yes
14-Apr,Sydney,17.6,20.9,6.8,4.6,3.2,39.0,15.0,67.0,1019.2,1.0,20.7,Yes,Yes
14-Apr,Sydney,15.5,23.1,9.2,2.0,1.2,30.0,6.0,63.0,1011.5,7.0,22.6,Yes,No
14-Apr,Sydney,16.9,17.9,0.4,2.2,0.0,35.0,15.0,87.0,1023.1,7.0,17.0,No,Yes
14-Apr,Sydney,15.0,20.6,20.2,1.0,2.8,20.0,11.0,67.0,1022.1,6.0,20.4,Yes,No
14-Apr,Sydney,14.9,25.7,0.0,3.0,8.5,31.0,15.0,61.0,1013.3,7.0,23.6,No,Yes
14-Apr,Sydney,18.2,25.3,3.4,5.0,7.1,44.0,20.0,28.0,1011.4,2.0,24.3,Yes,No
14-May,Sydney,11.3,23.0,0.0,5.2,10.2,31.0,15.0,44.0,1013.8,1.0,19.6,No,No
14-May,Sydney,13.3,22.2,0.0,2.8,7.3,46.0,19.0,35.0,1001.9,6.0,21.5,No,Yes
14-May,Sydney,11.7,15.7,1.2,5.6,1.1,57.0,35.0,46.0,994.8,7.0,14.8,Yes,Yes
14-May,Sydney,10.8,20.5,3.8,3.8,8.5,54.0,31.0,31.0,1003.7,1.0,19.3,Yes,No
14-May,Sydney,10.3,20.9,0.0,5.4,10.4,39.0,7.0,32.0,1016.8,3.0,20.2,No,No
14-May,Sydney,10.7,23.4,0.0,3.4,8.2,39.0,6.0,35.0,1018.5,3.0,21.6,No,No
14-May,Sydney,11.2,20.7,0.0,3.2,9.7,43.0,20.0,41.0,1022.9,2.0,19.3,No,No
14-May,Sydney,11.1,21.0,0.0,5.8,6.2,46.0,19.0,65.0,1024.3,6.0,18.2,No,Yes
14-May,Sydney,11.8,21.9,7.4,3.0,3.0,26.0,13.0,62.0,1023.6,7.0,18.8,Yes,No
14-May,Sydney,12.0,24.8,0.4,2.2,5.2,35.0,13.0,51.0,1020.0,7.0,21.4,No,No
14-May,Sydney,14.4,22.9,0.8,2.0,8.3,41.0,20.0,59.0,1022.1,3.0,19.9,No,No
14-May,Sydney,12.6,23.0,0.0,4.0,8.8,37.0,20.0,51.0,1028.5,2.0,22.7,No,Yes
14-May,Sydney,13.7,23.0,11.2,4.8,8.8,26.0,9.0,52.0,1027.2,3.0,21.0,Yes,No
14-May,Sydney,12.6,23.2,0.2,1.8,9.5,28.0,17.0,54.0,1025.8,2.0,21.4,No,No
14-May,Sydney,11.7,22.9,0.0,4.0,10.0,24.0,13.0,51.0,1025.3,1.0,21.5,No,No
14-May,Sydney,12.0,25.3,0.0,3.2,9.9,28.0,13.0,40.0,1027.0,1.0,23.3,No,No
14-May,Sydney,12.0,24.2,0.0,4.0,9.1,26.0,13.0,55.0,1026.7,3.0,22.4,No,No
14-May,Sydney,13.0,24.8,0.0,3.4,2.8,20.0,7.0,41.0,1025.2,7.0,24.4,No,No
14-May,Sydney,13.1,26.1,0.0,2.4,7.5,24.0,7.0,33.0,1022.4,1.0,25.8,No,No
14-May,Sydney,14.4,25.5,0.0,3.2,4.7,24.0,7.0,41.0,1019.6,7.0,25.2,No,No
14-May,Sydney,14.8,23.5,0.0,3.6,9.8,26.0,13.0,58.0,1022.6,2.0,22.6,No,No
14-May,Sydney,13.1,27.1,0.0,2.2,9.4,24.0,6.0,30.0,1018.7,1.0,26.8,No,No
14-May,Sydney,13.9,25.1,0.0,4.0,8.0,22.0,13.0,41.0,1013.0,5.0,23.8,No,No
14-May,Sydney,15.7,25.2,0.0,4.8,7.4,35.0,15.0,45.0,1014.0,6.0,22.6,No,No
14-May,Sydney,15.5,26.9,0.0,3.4,7.1,26.0,17.0,43.0,1017.1,2.0,24.9,No,No
14-May,Sydney,14.1,23.6,0.0,3.4,9.4,30.0,17.0,59.0,1020.9,6.0,23.3,No,No
14-May,Sydney,16.0,24.0,0.0,2.6,3.0,48.0,26.0,46.0,1010.8,7.0,23.8,No,No
14-May,Sydney,17.1,24.1,0.0,5.6,9.6,48.0,26.0,31.0,1013.5,1.0,23.2,No,No
14-May,Sydney,12.8,21.3,0.0,5.4,7.7,35.0,22.0,61.0,1022.1,5.0,19.7,No,No
14-May,Sydney,14.5,21.4,0.0,4.4,5.2,33.0,17.0,58.0,1024.5,3.0,20.7,No,Yes
14-May,Sydney,14.3,20.7,2.4,1.0,7.5,31.0,17.0,61.0,1022.8,4.0,20.0,Yes,Yes
14-Jun,Sydney,14.8,20.7,11.2,5.0,0.4,46.0,26.0,70.0,1018.0,8.0,17.8,Yes,No
14-Jun,Sydney,12.4,22.3,1.0,2.0,5.9,30.0,9.0,54.0,1014.9,3.0,19.9,No,No
14-Jun,Sydney,10.5,20.3,0.0,1.8,9.9,39.0,17.0,42.0,1016.2,1.0,19.5,No,No
14-Jun,Sydney,11.2,22.3,0.0,3.6,9.6,33.0,13.0,53.0,1022.9,3.0,22.0,No,Yes
14-Jun,Sydney,13.6,19.8,8.6,4.0,0.4,30.0,11.0,80.0,1024.1,7.0,18.0,Yes,Yes
14-Jun,Sydney,14.5,15.5,13.2,7.2,0.5,48.0,17.0,85.0,1024.8,7.0,14.9,Yes,Yes
14-Jun,Sydney,10.1,19.4,6.8,2.4,7.8,39.0,19.0,60.0,1025.0,6.0,17.8,Yes,No
14-Jun,Sydney,10.5,17.7,0.0,3.6,6.3,46.0,24.0,59.0,1025.8,7.0,16.0,No,Yes
14-Jun,Sydney,8.6,18.4,2.2,2.6,5.1,46.0,17.0,73.0,1027.3,7.0,16.9,Yes,Yes
14-Jun,Sydney,10.4,19.2,13.8,2.0,3.6,31.0,19.0,49.0,1027.4,1.0,18.8,Yes,Yes
14-Jun,Sydney,10.4,19.6,5.6,2.2,5.6,24.0,9.0,62.0,1022.8,6.0,17.7,Yes,No
14-Jun,Sydney,11.1,20.4,0.0,1.0,5.8,30.0,9.0,52.0,1018.9,6.0,19.5,No,No
14-Jun,Sydney,10.7,20.9,0.0,2.4,3.3,28.0,15.0,48.0,1015.0,7.0,20.4,No,Yes
14-Jun,Sydney,11.8,19.9,5.0,2.4,3.9,31.0,19.0,53.0,1009.2,2.0,19.2,Yes,No
14-Jun,Sydney,10.3,17.2,0.2,2.6,1.2,54.0,22.0,49.0,1008.3,7.0,16.9,No,No
14-Jun,Sydney,9.3,19.5,0.4,0.8,9.7,44.0,11.0,36.0,1018.4,1.0,19.4,No,No
14-Jun,Sydney,10.0,19.8,0.0,4.4,9.1,43.0,19.0,46.0,1024.0,5.0,17.8,No,No
14-Jun,Sydney,11.4,20.4,0.0,1.8,9.4,35.0,11.0,51.0,1027.9,1.0,18.7,No,No
14-Jun,Sydney,10.6,21.5,0.0,1.8,8.5,24.0,13.0,57.0,1022.9,3.0,19.8,No,No
14-Jun,Sydney,12.0,21.3,0.0,4.6,6.3,28.0,6.0,54.0,1015.9,6.0,19.6,No,No
14-Jun,Sydney,10.5,21.9,0.0,2.4,9.5,30.0,11.0,31.0,1018.5,1.0,21.4,No,No
14-Jun,Sydney,11.1,19.7,0.0,3.4,4.4,26.0,4.0,49.0,1020.0,1.0,19.6,No,No
14-Jun,Sydney,10.0,16.6,0.0,0.6,1.8,37.0,22.0,57.0,1008.6,7.0,15.8,No,No
14-Jun,Sydney,11.5,16.7,0.0,6.2,9.7,81.0,33.0,35.0,1003.4,1.0,16.1,No,No
14-Jun,Sydney,11.1,18.1,0.0,4.0,9.7,76.0,39.0,35.0,1012.8,1.0,17.7,No,No
14-Jun,Sydney,10.7,22.2,0.0,4.8,9.8,41.0,15.0,31.0,1017.9,5.0,21.1,No,No
14-Jun,Sydney,10.4,21.2,0.0,4.0,8.1,30.0,9.0,39.0,1015.1,7.0,20.4,No,No
14-Jun,Sydney,12.0,22.8,0.0,5.0,6.9,96.0,20.0,34.0,999.9,2.0,20.3,No,No
14-Jun,Sydney,10.0,16.4,0.0,7.0,9.6,69.0,28.0,37.0,1004.8,3.0,15.5,No,No
14-Jun,Sydney,9.4,16.1,0.0,3.8,9.4,50.0,22.0,29.0,1015.7,1.0,16.0,No,No
14-Jul,Sydney,8.9,19.1,0.0,3.0,9.3,33.0,7.0,36.0,1024.0,1.0,18.3,No,No
14-Jul,Sydney,7.4,20.2,0.0,3.8,9.6,37.0,13.0,36.0,1025.2,1.0,19.2,No,No
14-Jul,Sydney,6.7,18.3,0.0,1.2,9.6,28.0,13.0,54.0,1023.3,1.0,17.2,No,No
14-Jul,Sydney,6.7,20.4,0.0,2.4,9.9,30.0,7.0,33.0,1016.6,1.0,19.6,No,No
14-Jul,Sydney,8.2,18.0,0.0,3.6,9.6,48.0,28.0,33.0,1012.0,1.0,17.3,No,No
14-Jul,Sydney,8.2,18.1,0.0,4.0,9.9,43.0,24.0,36.0,1010.8,1.0,16.2,No,No
14-Jul,Sydney,8.3,19.5,0.0,3.0,9.2,43.0,19.0,35.0,1011.9,2.0,18.8,No,No
14-Jul,Sydney,7.9,18.7,0.0,3.8,9.7,33.0,6.0,51.0,1012.2,1.0,16.2,No,No
14-Jul,Sydney,6.6,21.3,0.0,2.6,9.4,67.0,22.0,22.0,999.6,1.0,20.7,No,No
14-Jul,Sydney,8.8,17.3,0.2,5.8,9.8,61.0,37.0,32.0,1005.1,2.0,16.8,No,No
14-Jul,Sydney,9.0,18.5,0.0,4.0,9.9,35.0,19.0,32.0,1016.0,0.0,18.2,No,No
